Index,Name,Identity,Status,Gender,Alignment,Race,Height,Weight,EyeColor,HairColor,SkinColor,Publisher,Year,Appearances,FirstAppearance,AdditionalData
221,Uatu,,Deceased,Male,,,,,,,,Marvel,1997.0,5.0,1997-05-01,Heroes Reborn
222,Richard Rider,Public,Deceased,Male,Good,,,,Brown,Brown,,Marvel,1976.0,373.0,1976-09-01,
223,Hogun,Public,Living,Male,Good,,,,Grey,Black,,Marvel,1965.0,371.0,1965-08-01,
224,Raven Darkholme,Secret,Living,Female,Bad,,,,Yellow,Red,,Marvel,1978.0,371.0,1978-04-01,
225,Barbara Morse,Secret,Living,Female,Good,,,,Blue,Blond,,Marvel,1971.0,368.0,1971-06-01,
226,Barbara Morse,Secret,Deceased,Female,Bad,,,,Green,Blond,,Marvel,2008.0,4.0,2008-06-01,"Retro, Skrull"
227,Blackagar Boltagon,No Dual,Living,Male,Good,,,,Blue,Black,,Marvel,1965.0,366.0,1965-12-01,
228,Blackagar Boltagon,Secret,Deceased,Male,Bad,,,,Green,Bald,,Marvel,2008.0,9.0,2008-01-01,Skrull
229,Blackagar Boltagon,,Living,Male,,,,,,,,Marvel,1997.0,6.0,1997-06-01,Heroes Reborn
230,Brunnhilde,Secret,Living,Female,Good,,,,Blue,Blond,,Marvel,1970.0,361.0,1970-12-01,
231,Alison Blaire,Public,Living,Female,Good,,,,Blue,Strawberry Blond,,Marvel,1980.0,353.0,1980-02-01,
232,Venom,Known to Authorities,Living,Male,Bad,Symbiote,191.0,117.0,Blue,Strawberry blond,,Marvel Comics,1984.0,348.0,1984-05-01,Symbiote
233,Venom,,Living,Male,Bad,Symbiote,191.0,117.0,Blue,Strawberry blond,,Marvel Comics,2003.0,23.0,2003-06-01,Symbiote Mania Earh-616
234,John Walker,Secret,Living,Male,Good,,,,Blue,Blond,,Marvel,1986.0,346.0,1986-11-01,
235,Greer Grant,Public,Living,Female,Good,,,,Green,Black,,Marvel,1972.0,342.0,1972-11-01,
236,Karla Sofen,Public,Living,Female,Neutral,,,,Blue,Blond,,Marvel,1975.0,340.0,1975-12-01,
237,William Baker,Secret,Living,Male,Neutral,,,,Brown,Brown,,Marvel,1963.0,338.0,1963-09-01,
238,William Baker,Secret,Living,Male,Bad,,,,,Brown,,Marvel,1992.0,1.0,1992-09-01,Impostor
239,William Baker,,Living,Male,Neutral,,,,,Black,,DC,1995.0,4.0,1995-03-01,
240,Sharon Carter,Public,Living,Female,Good,,,,Blue,Blond,,Marvel,1966.0,332.0,1966-03-01,
241,Sharon Carter,Public,Living,Female,Good,,,,,Blond,,Marvel,1996.0,3.0,1996-11-01,Heroes Reborn
242,Felicia Hardy,Public,Living,Female,Bad,,,,,Blond,,Marvel,1979.0,332.0,1979-07-01,
243,Cain Marko,Public,Living,Male,Neutral,,,,Blue,Red,,Marvel,1965.0,329.0,1965-07-01,
244,Monica Rambeau,Secret,Living,Female,Good,,,,Brown,Black,,Marvel,,327.0,,
245,Maria Hill,No Dual,Living,Female,Good,,,,Brown,Black,,Marvel,2005.0,325.0,2005-04-01,
246,Ben Urich,No Dual,Living,Male,Good,,,,Brown,Brown,,Marvel,1978.0,324.0,1978-07-01,
247,Heather Douglas,Secret,Living,Female,Good,,,,Blue,Bald,,Marvel,1973.0,323.0,1973-01-01,
248,Millicent Collins,Public,Living,Female,,,,,Blue,Blond,,Marvel,1945.0,321.0,1945-12-01,
249,James Proudstar,Secret,Living,Male,Good,,,,Brown,Black,,Marvel,1984.0,320.0,1984-06-01,
250,Angelica Jones,Known to Authorities,Living,Female,Good,,,,Green,Red,,Marvel,1985.0,319.0,1985-05-01,
251,Edward Brock,Public,Living,Male,Neutral,,,,Black,Blond,,Marvel,1986.0,318.0,1986-09-01,
252,MacDonald Gargan,Secret,Living,Male,Bad,,,,Brown,Bald,,Marvel,1964.0,317.0,1964-12-01,
253,Mephisto,No Dual,Living,Male,Bad,,198.0,140.0,White,Black,,Marvel Comics,1968.0,316.0,1968-12-01,
254,Mephisto,Secret,Living,Male,Bad,,198.0,140.0,White,Black,,Marvel Comics,1946.0,1.0,1946-06-01,Actor
255,Tabitha Smith,Secret,Living,Female,Good,,,,Blue,Blond,,Marvel,1985.0,316.0,1985-11-01,
256,Jean-Paul Beaubier,Secret,Living,Male,Good,,,,Blue,Black,,Marvel,1979.0,313.0,1979-04-01,
257,Daniel Ketch,Secret,Living,Male,Neutral,,,,Green,Brown,,Marvel,1990.0,311.0,1990-05-01,
258,Neena Thurman,Secret,Living,Female,Good,,,,Blue,Black,,Marvel,1992.0,310.0,1992-03-01,
259,Wong,No Dual,Living,Male,Good,,,,Brown,Bald,,Marvel,1963.0,306.0,1963-07-01,
260,Thanos,No Dual,Living,Male,Bad,Eternal,201.0,443.0,Red,No hair,Purple,Marvel Comics,1973.0,306.0,1973-02-01,
261,Thanos,,Living,Male,Bad,Eternal,201.0,443.0,Red,No hair,Purple,Marvel Comics,1992.0,11.0,1992-06-01,Doppelganger
262,Shang-Chi,No Dual,Living,Male,Good,Human,178.0,79.0,Brown,Black,,Marvel Comics,1973.0,296.0,1973-12-01,
263,Alicia Masters,No Dual,Living,Female,Good,,,,Brown,Strawberry Blond,,Marvel,1962.0,293.0,1962-11-01,
264,Alicia Masters,,Living,Female,Good,,,,,Red,,Marvel,1997.0,5.0,1997-01-01,Heroes Reborn
265,Robert Baldwin,Secret,Living,Male,Good,,,,Blue,Blond,,Marvel,1988.0,293.0,1988-09-01,
266,Vance Astrovik,Public,Living,Male,Good,,,,Hazel,Brown,,Marvel,1975.0,290.0,1975-07-01,
267,Wendell Vaughn,Secret,Living,Male,Good,,,,Blue,Blond,,Marvel,1978.0,290.0,1978-01-01,
268,Chili Storm,Public,Living,Female,,,,,Green,Red,,Marvel,1948.0,284.0,1948-10-01,
269,Abner Jenkins,Public,Living,Male,Good,,,,Brown,Brown,,Marvel,1964.0,284.0,1964-08-01,
270,Elektra Natchios,Secret,Living,Female,Neutral,,,,Blue,Black,,Marvel,1981.0,280.0,1981-01-01,
271,Bullseye,Secret,Living,Male,Bad,Human,183.0,90.0,Blue,Blond,,Marvel Comics,1976.0,277.0,1976-03-01,Lester
272,Forge,Public,Living,Male,Good,,183.0,81.0,Brown,Black,,Marvel Comics,1984.0,276.0,1984-08-01,
273,Virginia Potts,No Dual,Living,Female,Good,,,,Green,Red,,Marvel,1963.0,274.0,1963-09-01,
274,Virginia Potts,No Dual,Living,Female,Good,,,,,,,Marvel,1996.0,10.0,1996-11-01,Heroes Reborn
275,Walter Langkowski,Secret,Living,Male,Good,,,,Blue,Blond,,Marvel,1979.0,273.0,1979-04-01,
276,Gorgon,Secret,Living,Male,Good,,,,Brown,Brown,,Marvel,1965.0,272.0,1965-11-01,
277,Gorgon,Secret,Living,Male,Good,,,,,Brown,,Marvel,1997.0,6.0,1997-06-01,Heroes Reborn
278,Gorgon,Secret,Living,Male,Bad,,,,,,,DC,1990.0,17.0,1990-06-01,
279,James Madrox,Public,Living,Male,Good,,,,Brown,Brown,,Marvel,1975.0,271.0,1975-02-01,
280,James Madrox,Secret,Deceased,Male,Bad,,,,Green,Brown,,Marvel,1987.0,13.0,1987-05-01,Fallen Angels
281,James Madrox,Secret,Living,Male,Bad,,,,Blue,Brown,,Marvel,2008.0,9.0,2008-01-01,Cortex
282,James Madrox,Secret,Deceased,Male,Good,,,,Green,Brown,,Marvel,1987.0,6.0,1987-05-01,Mutate Duplicate
283,James Madrox,Secret,Deceased,Male,Bad,,,,Green,Brown,,Marvel,2006.0,3.0,2006-01-01,The X-Factor
284,James Madrox,Secret,Living,Male,Good,,,,Green,Brown,,Marvel,2006.0,2.0,2006-08-01,S.H.I.E.L.D. Agent
285,James Madrox,Secret,Living,,Bad,,,,,,,Marvel,1992.0,,1992-08-01,Doppelganger
286,Heimdall,Secret,Living,Male,Good,,,,Grey,Brown,,Marvel,1962.0,270.0,1962-10-01,
287,Heimdall,Secret,Living,Male,Good,,,,,Brown,,Marvel,1994.0,1.0,1994-10-01,Earth-941066
288,Heimdall,Secret,Living,Male,Good,,,,,,,DC,1967.0,1.0,1967-10-01,
289,Theresa Cassidy,Secret,Living,Female,Good,,,,Green,Red,,Marvel,1981.0,267.0,1981-04-01,
290,Laura Kinney,Secret,Living,Female,Good,,,,Green,Black,,Marvel,2004.0,265.0,2004-02-01,
291,Arthur Douglas,Secret,Living,Male,Good,,,,Blue,Brown,,Marvel,1973.0,264.0,1973-02-01,
292,Peter Parker,Secret,Deceased,Male,Good,,,,Hazel,Blond,,Marvel,1975.0,263.0,1975-10-01,Ben Reilly
293,Peter Parker,Secret,Living,Male,Good,,,,Hazel,Brown,,Marvel,1994.0,137.0,1994-12-01,Kaine
294,Peter Parker,Secret,Living,Male,Bad,,,,White,Bald,,Marvel,1992.0,35.0,1992-06-01,Doppelganger
295,Peter Parker,Secret,Deceased,Male,Bad,,,,Hazel,Brown,,Marvel,1995.0,35.0,1995-03-01,Spidercide
296,Peter Parker,Secret,Deceased,Male,Neutral,,,,,,,Marvel,1996.0,12.0,1996-02-01,Spider-Skeleton
297,Peter Parker,Secret,Deceased,Male,Neutral,,,,Hazel,Bald,,Marvel,1995.0,8.0,1995-03-01,Jack
298,Peter Parker,Secret,Living,Male,Bad,,,,Green,Bald,,Marvel,2008.0,6.0,2008-06-01,Skrull
299,Peter Parker,Secret,Deceased,Male,Bad,,,,Hazel,Brown,,Marvel,1995.0,3.0,1995-03-01,Guardian
300,Peter Parker,No Dual,Deceased,Male,,,,,,,,Marvel,1972.0,1.0,1972-10-01,Counter-Earth
301,Peter Parker,No Dual,Deceased,Male,,,,,,,,Marvel,,1.0,,Robot
302,Warlock,Secret,Living,Male,Good,,188.0,108.0,Red,Blond,,Marvel Comics,1984.0,261.0,1984-08-01,Technarch
303,Kevin Plunder,Public,Living,Male,Good,,,,Blue,Blond,,Marvel,1965.0,260.0,1965-03-01,
304,Leonard Samson,Public,Deceased,Male,Good,,,,Brown,Green,,Marvel,1971.0,260.0,1971-07-01,
305,Leonard Samson,Public,Living,Male,Good,,,,,,,Marvel,1996.0,9.0,1996-11-01,Heroes Reborn
306,Melissa Gold,Secret,Living,Female,Good,,,,Green,Blond,,Marvel,1979.0,260.0,1979-08-01,
307,Lockheed,Secret,Living,Male,Good,,,,,Bald,,Marvel,1983.0,260.0,1983-02-01,
308,Mercedes Knight,Public,Living,Female,Good,,,,Brown,Black,,Marvel,1972.0,259.0,1972-03-01,
309,Moira Kinross,No Dual,Deceased,Female,Good,,,,Blue,Brown,,Marvel,1975.0,259.0,1975-12-01,
310,Karnak,Secret,Deceased,Male,Good,,,,Blue,Black,,Marvel,1965.0,257.0,1965-12-01,
311,Karnak,,Living,Male,Good,,,,,,,Marvel,1997.0,5.0,1997-06-01,Heroes Reborn
312,Namorita Prentiss,Public,Deceased,Female,Good,,,,Blue,Blond,,Marvel,1972.0,257.0,1972-06-01,
313,Lockjaw,Secret,Living,Male,Good,,,,Brown,Brown,,Marvel,1965.0,255.0,1965-12-01,
314,Lockjaw,,Living,Male,Good,,,,,,,Marvel,1997.0,2.0,1997-06-01,Heroes Reborn
315,Adam Warlock,No Dual,Living,Male,Good,,,,White,Gold,,Marvel,1967.0,252.0,1967-09-01,
316,Heather McNeil,Public,Living,Female,Neutral,,,,Green,Red,,Marvel,1980.0,252.0,1980-11-01,
317,Curtis Connors,Public,Living,Male,Neutral,,,,Red,Bald,,Marvel,1963.0,250.0,1963-11-01,
318,Theodore Sallis,Secret,Living,Male,Good,,,,Red,Bald,,Marvel,1971.0,249.0,1971-05-01,
319,Adrian Toomes,Public,Living,Male,Bad,,,,Hazel,Bald,,Marvel,1963.0,248.0,1963-05-01,
320,Amora,Public,Living,Female,Bad,,,,Green,Blond,,Marvel,1964.0,247.0,1964-04-01,
321,Amora,Public,Living,Female,Bad,,,,Green,Yellow,,Marvel,1996.0,9.0,1996-11-01,Heroes Reborn
322,Clea,No Dual,Living,Female,Good,,,,Blue,White,,Marvel Comics,1964.0,247.0,1964-11-01,
323,Mar-Vell,Public,Deceased,Male,Good,,,,Blue,Blond,,Marvel,1967.0,245.0,1967-12-01,
324,Eugene Judd,Public,Living,Male,Good,,,,Brown,Bald,,Marvel,1983.0,245.0,1983-08-01,
325,Eugene Judd,Secret,Deceased,Male,Bad,,,,Brown,Black,,Marvel,,2.0,,Revenant
326,Daimon Hellstrom,No Dual,Living,Male,Neutral,,,,Red,Red,,Marvel,1973.0,242.0,1973-09-01,
327,John Jonah Jameson III,No Dual,Living,Male,Good,,,,Brown,Auburn,,Marvel,1963.0,240.0,1963-03-01,
328,Triton,No Dual,Living,Male,Good,Inhuman,188.0,86.0,Green,No hair,Green,Marvel Comics,1965.0,240.0,1965-12-01,
329,Triton,,Living,Male,Good,Inhuman,188.0,86.0,Green,No hair,Green,Marvel Comics,1997.0,6.0,1997-06-01,Heroes Reborn
330,Triton,Public,Living,Male,Good,Inhuman,188.0,86.0,Green,No hair,Green,Marvel Comics,1995.0,8.0,1995-07-01,
331,Meggan Puceanu,Secret,Living,Female,Good,,,,,,,Marvel,1983.0,240.0,1983-12-01,
332,Robert Reynolds,Secret,Living,Male,Neutral,,,,Blue,Blond,,Marvel,2000.0,240.0,2000-09-01,
333,Aleksei Sytsevich,Secret,Deceased,Male,Bad,,,,Brown,Brown,,Marvel,1966.0,239.0,1966-10-01,
334,Santo Vaccarro,Secret,Living,Male,Good,,,,White,Bald,,Marvel,2003.0,238.0,2003-09-01,
335,Jonathan Clay,Secret,Living,Male,Good,,,,Blue,Red,,Marvel,1960.0,237.0,1960-08-01,
336,Ares,Secret,Deceased,Male,Good,,185.0,270.0,Brown,Brown,,Marvel Comics,1949.0,236.0,1949-04-01,
337,Ares,Public,Living,Male,Good,,185.0,270.0,Brown,Brown,,Marvel Comics,1987.0,127.0,1987-02-01,
338,Sersi,Secret,Living,Female,Good,,,,Blue,Black,,Marvel,1976.0,236.0,1976-09-01,
339,Guido Carosella,Secret,Living,Male,Neutral,,,,Brown,Bald,,Marvel,1985.0,236.0,1985-07-01,
340,Zabu,Public,Living,Male,Good,,,,Green,Orange,,Marvel,1965.0,234.0,1965-03-01,
341,Michael Morbius,Secret,Living,Male,Neutral,,,,Red,Black,,Marvel,1971.0,231.0,1971-10-01,
342,Julio Richter,Secret,Living,Male,Good,,,,Brown,Brown,,Marvel,1987.0,231.0,1987-06-01,
343,Phoenix Force,Secret,Deceased,,Neutral,,,,,Bald,,Marvel,1976.0,229.0,1976-10-01,
344,Megan Gwynn,Public,Living,Female,Good,,,,Black Eyeballs,Pink,,Marvel,2004.0,229.0,2004-11-01,
345,Kyle Richmond,Secret,Living,Male,Good,,,,Brown,Auburn,,Marvel,1969.0,227.0,1969-10-01,
346,Kyle Richmond,Secret,Deceased,Male,Bad,,,,,,,Marvel,2011.0,4.0,2011-05-01,Zombie Clone
347,Karen Page,No Dual,Deceased,Female,Good,,,,Blue,Blond,,Marvel,1964.0,226.0,1964-04-01,
348,Tyrone Johnson,Secret,Living,Male,Good,,,,Brown,Black,,Marvel,1982.0,226.0,1982-03-01,
349,Maxwell Dillon,Public,Living,Male,Bad,,,,Blue,Auburn,,Marvel,1964.0,225.0,1964-02-01,
350,Valerie Cooper,Public,Living,Female,Good,,,,Blue,Blond,,Marvel,1983.0,225.0,1983-12-01,
351,Anna May,No Dual,Living,Female,Good,,,,Blue,White,,Marvel,1964.0,224.0,1964-08-01,
352,Vlad Dracula,No Dual,Living,Male,Bad,,,,Red,White,,Marvel,1951.0,223.0,1951-03-01,
353,Vlad Dracula,Secret,Living,Male,Bad,,,,Red,Brown,,Marvel,1994.0,3.0,1994-02-01,Bloodstorm One
354,Tandy Bowen,Secret,Living,Female,Good,,,,Blue,Blond,,Marvel,1982.0,222.0,1982-03-01,
355,Monet St. Croix,No Dual,Living,Female,Good,,,,Brown,Black,,Marvel,1994.0,221.0,1994-11-01,
356,Gamora,No Dual,Living,Female,Good,Zen-whoberian,183.0,77.0,Yellow,Black,Green,Marvel Comics,1975.0,218.0,1975-06-01,
357,Amara Aquilla,Secret,Living,Female,Good,,,,Blue,Blond,,Marvel,1983.0,217.0,1983-10-01,
358,Julia Carpenter,Secret,Living,Female,Good,,,,Blue,Strawberry Blond,,Marvel,1984.0,212.0,1984-10-01,
359,Jane Foster,No Dual,Living,Female,Good,,,,Blue,Brown,,Marvel,1962.0,211.0,1962-09-01,
360,Jane Foster,Public,Living,Female,Good,,,,,,,Marvel,1996.0,2.0,1996-11-01,Heroes Reborn
361,Mortimer Toynbee,Secret,Living,Male,Neutral,,,,Black,Brown,,Marvel,1964.0,210.0,1964-03-01,
362,Mortimer Toynbee,Secret,Deceased,Male,Bad,,,,Black,Brown,,Marvel,2012.0,2.0,2012-01-01,Clone
363,Scott Lang,Public,Living,Male,Good,,,,Blue,Strawberry Blond,,Marvel,1979.0,209.0,1979-03-01,
364,Scott Lang,Secret,Living,Male,Bad,,,,,,,Marvel,1998.0,1.0,1998-05-01,Stinger
365,Paige Guthrie,Secret,Living,Female,Good,,,,Blue,Blond,,Marvel,1984.0,207.0,1984-11-01,
366,Benjamin Parker,No Dual,Deceased,Male,Good,,,,Blue,Brown,,Marvel,1962.0,205.0,1962-08-01,
367,Erik Josten,Secret,Living,Male,Good,,,,Brown,Red,,Marvel,1965.0,204.0,1965-10-01,
368,Jeanne-Marie Beaubier,Secret,Living,Female,Good,,,,Blue,Black,,Marvel,1979.0,203.0,1979-04-01,
369,Carl Creel,Public,Living,Male,Bad,,,,Blue,Bald,,Marvel,1964.0,202.0,1964-04-01,
370,Gloria Grant,No Dual,Living,Female,,,,,Brown,Black,,Marvel,1975.0,202.0,1975-01-01,
371,Michael Twoyoungmen,Public,Living,Male,Good,,,,Brown,Black,,Marvel,1979.0,200.0,1979-04-01,
372,Hope Summers,Secret,Living,Female,Good,,168.0,48.0,Green,Red,,Marvel Comics,2008.0,200.0,2008-01-01,
373,Eric Masterson,Secret,Deceased,Male,Good,,,,Blue,Blond,,Marvel,1988.0,198.0,1988-05-01,
374,Alexander Power,Secret,Living,Male,Good,,,,Blue,Blond,,Marvel,1984.0,197.0,1984-08-01,
375,Matthew Hawk,Secret,Deceased,Male,Good,,,,Blue,Brown,,Marvel,1962.0,195.0,1962-11-01,
376,Jessica Jones,No Dual,Living,Female,Good,Human,170.0,56.0,Brown,Brown,,Marvel Comics,1963.0,195.0,1963-09-01,
377,Jessica Jones,Secret,Deceased,Female,Good,Human,170.0,56.0,Brown,Brown,,Marvel Comics,2008.0,5.0,2008-06-01,Skrull
378,Frederick Dukes,Public,Living,Male,Bad,,,,Brown,Brown,,Marvel,1964.0,194.0,1964-01-01,
379,Frederick Dukes,Secret,Deceased,Male,Bad,,,,Brown,Bald,,Marvel,2012.0,4.0,2012-01-01,Clone
380,Eric Brooks,Public,Living,Male,Good,,,,Brown,Black,,Marvel,1973.0,194.0,1973-07-01,
381,Eric Brooks,Public,Living,Male,Bad,,,,Brown,Black,,Marvel,1976.0,5.0,1976-09-01,Doppelganger
382,Eros,Public,Living,Male,Good,,,,Blue,Red,,Marvel,1973.0,193.0,1973-02-01,
383,Eros,Secret,Living,Male,Good,,,,Blue,Blond,,Marvel,1987.0,5.0,1987-09-01,Olympian
384,Eros,Public,Living,Male,Neutral,,,,Blue,Blond,,DC,1981.0,25.0,1981-04-01,
385,Madison Jeffries,No Dual,Living,Male,Good,,,,Brown,Black,,Marvel,1983.0,193.0,1983-08-01,
386,Mandarin,Secret,Deceased,Male,Bad,Human,188.0,97.0,Blue,White,,Marvel Comics,1964.0,190.0,1964-02-01,
387,Mandarin,Public,Deceased,Male,Bad,Human,188.0,97.0,Blue,White,,Marvel Comics,1997.0,3.0,1997-03-01,Heroes Reborn
388,The Wizard,Public,Living,Male,Bad,,,,Hazel,Brown,,Marvel,1962.0,189.0,1962-11-01,
389,The Wizard,,Living,Male,Bad,,,,,,,Marvel,1970.0,1.0,1970-07-01,Android
390,Akihiro,Secret,Living,Male,Bad,,,,Blue,Black,,Marvel,2006.0,189.0,2006-10-01,
391,Sergei Kravinoff,Public,Deceased,Male,Bad,,,,Brown,Black,,Marvel,1964.0,188.0,1964-08-01,
392,Jonothon Starsmore,Secret,Living,Male,Good,,,,Brown,Brown,,Marvel,1994.0,187.0,1994-11-01,
393,Helmut Zemo,Public,Living,Male,Bad,,,,Blue,Blond,,Marvel,1973.0,184.0,1973-12-01,
394,Helmut Zemo,Secret,Deceased,Male,Neutral,,,,Blue,Blond,,Marvel,2002.0,4.0,2002-02-01,Heroes Reborn
395,Victor Borkowski,Secret,Living,Male,Good,,,,Brown,Black,,Marvel,2003.0,184.0,2003-08-01,
396,Edward Leeds,Secret,Deceased,Male,Neutral,,,,Blue,Brown,,Marvel,1964.0,181.0,1964-11-01,
397,Ultron,No Dual,Deceased,Male,Bad,Android,206.0,331.0,Red,Bald,Silver,Marvel Comics,1968.0,181.0,1968-07-01,
398,Ultron,Public,Living,Male,Bad,Android,206.0,331.0,Red,Bald,Silver,Marvel Comics,1996.0,6.0,1996-11-01,Heroes Reborn
399,Douglas Ramsey,Secret,Living,Male,Good,,,,Blue,Blond,,Marvel,1984.0,181.0,1984-03-01,
400,Quentin Beck,Secret,Living,Male,Bad,,,,Blue,Bald,,Marvel,1964.0,180.0,1964-06-01,
401,Herbert Wyndham,Secret,Living,Male,Neutral,,,,Brown,Brown,,Marvel,1966.0,179.0,1966-11-01,
402,Julian Keller,Public,Living,Male,Good,,,,Blue,Black,,Marvel,2003.0,179.0,2003-08-01,
403,Jack Russell,Secret,Living,Male,Good,,,,Blue,Red,,Marvel,1972.0,178.0,1972-02-01,
404,Celeste Cuckoo,Secret,Living,Female,Good,,,,Blue,Blond,,Marvel,2001.0,177.0,2001-11-01,
405,Valentina Allegra de Fontaine,Secret,Living,Female,Neutral,,,,Blue,Black,,Marvel,1967.0,176.0,1967-08-01,
406,Valentina Allegra de Fontaine,,Living,Female,Good,,,,,,,Marvel,1996.0,4.0,1996-12-01,Heroes Reborn
407,Valentina Allegra de Fontaine,Secret,Living,Female,Bad,,,,Green,Bald,,Marvel,2008.0,1.0,2008-06-01,Skrull
408,Ophelia Sarkissian,Secret,Living,Female,Bad,,,,Green,Black,,Marvel,1969.0,175.0,1969-02-01,
409,Colleen Wing,Public,Living,Female,Good,,,,Blue,Auburn,,Marvel,1974.0,175.0,1974-11-01,
410,Irma Cuckoo,Secret,Living,Female,Good,,,,Blue,Black,,Marvel,2001.0,175.0,2001-11-01,
411,Sebastian Shaw,No Dual,Living,Male,Bad,Mutant,,,Blue,Black,,Marvel Comics,1980.0,174.0,1980-01-01,
412,Phoebe Cuckoo,Secret,Living,Female,Good,,,,Blue,Blond,,Marvel,2001.0,174.0,2001-11-01,
413,Sage,Secret,Living,Female,Good,,170.0,61.0,Blue,Black,,Marvel Comics,1980.0,172.0,1980-04-01,
414,Valeria Richards,No Dual,Living,Female,Good,,,,Blue,Blond,,Marvel,2002.0,171.0,2002-02-01,
415,Donald Blake,No Dual,Living,Male,Good,,,,Blue,Blond,,Marvel,1962.0,170.0,1962-08-01,
416,Donald Blake,,Deceased,Male,,,,,,Blond,,Marvel,1994.0,6.0,1994-06-01,Mystic Spell
417,Donald Blake,No Dual,Living,Male,Good,,,,,Blond,,Marvel,1996.0,2.0,1996-11-01,Heroes Reborn
418,Hela,Secret,Deceased,Female,Bad,Asgardian,213.0,225.0,Green,Black,,Marvel Comics,1964.0,170.0,1964-03-01,
419,Lilandra Neramani,No Dual,Deceased,Female,Good,,,,Orange,Black,,Marvel,1976.0,170.0,1976-02-01,
420,Henry Gyrich,No Dual,Living,Male,Bad,,,,Green,Red,,Marvel,1977.0,170.0,1977-11-01,
421,Henry Gyrich,No Dual,Living,Male,Neutral,,,,,,,Marvel,1996.0,4.0,1996-11-01,Heroes Reborn
422,Dwayne Taylor,Secret,Deceased,Male,Good,,,,Brown,Black,,Marvel,1989.0,169.0,1989-12-01,
423,Harold Hogan,No Dual,Deceased,Male,Good,,,,Brown,Brown,,Marvel,1963.0,166.0,1963-09-01,
424,Harold Hogan,,Living,Male,Good,,,,,,,Marvel,1996.0,4.0,1996-11-01,Heroes Reborn
425,Harold Hogan,Public,Living,Male,Good,,,,,,,Marvel,2008.0,1.0,2008-07-01,Earth-20051
426,Redwing,Public,Living,Male,,,,,Yellow,,,Marvel,1969.0,165.0,1969-09-01,
427,Christopher Powell,Secret,Living,Male,Good,,,,Brown,Brown,,Marvel,1991.0,165.0,1991-03-01,
428,Harvey Elder,Secret,Living,Male,Bad,,,,Brown,Grey,,Marvel,1961.0,164.0,1961-11-01,
429,Harvey Elder,,Living,Male,Bad,,,,,Black,,Marvel,1996.0,3.0,1996-11-01,Heroes Reborn
430,Wolfgang von Strucker,Public,Deceased,Male,Bad,,,,Blue,Bald,,Marvel,1964.0,164.0,1964-01-01,
431,Dirk Garthwaite,Secret,Living,Male,Bad,,,,Blue,Brown,,Marvel,1968.0,164.0,1968-01-01,
432,Pip Gofern,Secret,Living,Male,Good,,,,Green,Red,,Marvel,1975.0,163.0,1975-04-01,
433,Tony Masters,Secret,Living,Male,Neutral,,,,Brown,Brown,,Marvel,1980.0,163.0,1980-05-01,
434,David Lieberman,Secret,Deceased,Male,Neutral,,,,Green,Brown,,Marvel,1987.0,163.0,1987-11-01,
435,James Hudson,Secret,Living,Male,Good,,,,Brown,Black,,Marvel,1978.0,161.0,1978-02-01,
436,James Hudson,Secret,Deceased,Male,Good,,,,Brown,Black,,Marvel,1997.0,23.0,1997-08-01,Clone
437,Miles Warren,Secret,Living,Male,Bad,,,,Green,Bald,,Marvel,1965.0,160.0,1965-12-01,
438,Miles Warren,Secret,Deceased,Male,Bad,,,,Yellow,Bald,,Marvel,1978.0,14.0,1978-12-01,Clone
439,Kallark,Public,Living,Male,Neutral,,,,Blue,Blue,,Marvel,1977.0,160.0,1977-10-01,
440,En Sabah Nur,Public,Deceased,Male,Bad,,,,Red,Black,,Marvel,1986.0,160.0,1986-06-01,
441,En Sabah Nur,Secret,Living,Male,Good,,,,Black,Black,,Marvel,2011.0,78.0,2011-06-01,Evan Sabahnur
442,Shiro Yoshida,Public,Living,Male,Good,,,,Black,Black,,Marvel,1970.0,158.0,1970-01-01,
443,Silver Sablinova,Secret,Deceased,Female,Good,,,,Blue,Silver,,Marvel,1985.0,158.0,1985-06-01,
444,Elvin Haliday,Secret,Living,Male,Good,,,,Brown,Bald,,Marvel,1990.0,158.0,1990-11-01,
445,James Bradley,Secret,Living,Male,Good,,,,Blue,Black,,Marvel,,158.0,,
446,Calvin Zabo,Secret,Living,Male,Bad,,,,Brown,Brown,,Marvel,1963.0,157.0,1963-12-01,
447,Frederick Myers,Secret,Living,Male,Bad,,,,Brown,Brown,,Marvel,1966.0,157.0,1966-07-01,
448,Mantis,Secret,Living,Female,Good,Human-kree,168.0,52.0,Green,Black,Green,Marvel Comics,1973.0,156.0,1973-06-01,
449,Mantis,,Living,Female,Good,Human-kree,168.0,52.0,Green,Black,Green,Marvel Comics,1996.0,4.0,1996-12-01,Heroes Reborn
450,Mantis,Secret,Deceased,Female,Good,Human-kree,168.0,52.0,Green,Black,Green,Marvel Comics,1971.0,30.0,1971-05-01,
451,Marlene Alraune,No Dual,Living,Female,Good,,,,Blue,Blond,,Marvel,1976.0,156.0,1976-06-01,
452,Rachel Leighton,Secret,Living,Female,Good,,,,Green,Brown,,Marvel,1985.0,156.0,1985-10-01,
453,Rachel Leighton,Secret,Deceased,Female,Bad,,,,Green,Blond,,Marvel,2004.0,6.0,2004-09-01,LMD
454,Veranke,No Dual,Deceased,Female,Bad,,,,Green,Green,,Marvel,2005.0,156.0,2005-01-01,
